Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,7.310000,7.870000,7.050000,7.700000,7.700000,49000
2018-11-13,7.830000,7.830000,7.320000,7.420000,7.420000,16600
2018-11-14,7.350000,7.550000,7.090000,7.130000,7.130000,24100
2018-11-15,7.110000,7.370000,6.510000,7.000000,7.000000,36400
