Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,3.070000,3.100000,3.050000,3.050000,3.050000,7900
2018-11-13,2.940000,3.400000,2.940000,3.390000,3.390000,53500
2018-11-14,3.390000,3.500000,3.370000,3.440000,3.440000,10200
2018-11-15,3.480000,3.500000,3.350000,3.350000,3.350000,14100
