Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,17.660000,17.691000,16.270000,16.570000,16.570000,27300
2018-11-13,17.370001,18.315001,16.879999,18.000000,18.000000,36000
2018-11-14,17.990000,18.379999,17.540001,18.010000,18.010000,30200
2018-11-15,18.000000,18.485001,17.879999,18.400000,18.400000,40700
