Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,46.610001,47.110001,46.360001,46.400002,46.400002,824900
2018-11-13,46.410000,47.209999,46.400002,46.650002,46.650002,1164700
2018-11-14,47.029999,47.139999,45.290001,45.799999,45.799999,1194000
2018-11-15,45.330002,46.240002,45.220001,45.930000,45.930000,983900
