Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,44.439999,45.730000,44.299999,45.189999,45.189999,2003700
2018-11-13,45.259998,45.360001,44.770000,45.119999,45.119999,2698200
2018-11-14,44.900002,45.060001,44.509998,44.660000,44.660000,1821600
2018-11-15,44.400002,45.230000,44.119999,45.119999,45.119999,1791400
