Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,14.570000,14.750000,14.570000,14.690000,14.620378,44900
2018-11-13,14.720000,14.830000,14.640000,14.770000,14.700001,48800
2018-11-14,14.750000,14.880000,14.620000,14.880000,14.880000,46800
2018-11-15,14.810000,14.960000,14.700000,14.700000,14.700000,46600
