Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,2.110000,2.180000,2.050000,2.160000,2.160000,6400
2018-11-13,2.060000,2.094000,2.040000,2.050000,2.050000,13600
2018-11-14,2.062000,2.080000,2.040000,2.080000,2.080000,16900
2018-11-15,2.220000,2.220000,1.880000,2.040000,2.040000,30100
