Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,3.370000,3.370000,2.920000,2.920000,2.920000,4200
2018-11-13,3.030000,3.240000,2.940000,2.980000,2.980000,16800
2018-11-14,3.300000,3.300000,2.960000,2.990000,2.990000,2800
2018-11-15,3.000000,3.000000,2.960000,2.960000,2.960000,3200
