Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,117.589996,117.589996,114.019997,114.440002,114.440002,1166800
2018-11-13,115.089996,115.570000,112.680000,112.910004,112.910004,1083800
2018-11-14,113.970001,114.480003,112.110001,112.330002,112.330002,698900
2018-11-15,111.430000,114.650002,110.660004,114.610001,114.610001,916300
