Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,3.850000,3.990000,3.720000,3.750000,3.750000,1033500
2018-11-13,3.760000,4.040000,3.760000,3.950000,3.950000,960900
2018-11-14,3.930000,4.040000,3.730000,3.800000,3.800000,655500
2018-11-15,3.830000,3.950000,3.790000,3.880000,3.880000,709200
