Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,7.150000,7.150000,7.040000,7.130000,7.130000,19500
2018-11-13,7.210000,7.210000,7.000000,7.130000,7.130000,8200
2018-11-14,7.110000,7.150000,6.900000,6.900000,6.900000,25600
2018-11-15,6.990000,7.230000,6.890000,6.960000,6.960000,39100
