Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,2.700000,2.700000,2.700000,2.700000,2.700000,0
2018-11-13,2.700000,2.700000,2.700000,2.700000,2.700000,0
2018-11-14,2.700000,2.700000,2.700000,2.700000,2.700000,0
2018-11-15,2.700000,2.700000,2.700000,2.700000,2.700000,7200
