Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,18.330000,19.219999,18.139999,18.850000,18.850000,117900
2018-11-13,19.049999,19.379999,18.570000,18.790001,18.790001,81700
2018-11-14,19.000000,19.059999,18.160000,18.430000,18.430000,100000
2018-11-15,18.400000,18.650000,17.889999,18.639999,18.639999,67000
