Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,9.830000,9.990000,9.750000,9.760000,9.760000,91800
2018-11-13,9.820000,10.220000,9.720000,10.180000,10.180000,134500
2018-11-14,10.220000,10.300000,10.020000,10.040000,10.040000,124100
2018-11-15,9.990000,9.990000,9.520000,9.580000,9.580000,220900
