Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,17.950001,18.480000,17.950001,18.219999,18.219999,742700
2018-11-13,18.260000,18.540001,18.170000,18.480000,18.480000,1431200
2018-11-14,18.469999,18.620001,18.230000,18.250000,18.250000,894100
2018-11-15,18.139999,18.260000,18.010000,18.240000,18.240000,691900
