Date,Open,High,Low,Close,Adj Close,Volume
2018-11-12,22.542999,22.542999,22.360001,22.360001,22.296455,1300
2018-11-13,22.700001,22.700001,22.520000,22.520000,22.456001,3800
2018-11-14,22.544001,22.629999,22.450001,22.510000,22.510000,8100
2018-11-15,22.690001,22.900000,22.683001,22.900000,22.900000,1500
